,FacilityName,Latitude,Longitude,LocationAddress,City,State,ZIP,County,FIPScode,PrimaryNAICS,SecondPrimaryNAICS,IndustryType,TRI_Air_Emissions_10_in_lbs,TRI_Air_Emissions_11_in_lbs,TRI_Air_Emissions_12_in_lbs,TRI_Air_Emissions_13_in_lbs,GHG_Direct_Emissions_10_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_14_in_metric_tons
1763,UNION POWER STATION,33.302653,-92.587913,6434 CALION HIGHWAY,EL DORADO,AR,71730-9462,UNION,5139.0,221112,,Power Plants,,,,,21204.918467167983,10052.893789540887,32339.40686728197,28010.900903997725,4212.025669964118
1764,RED WING PLANT,44.5661,-92.52892,101 5TH STREET EAST,RED WING,MN,55066,GOODHUE,27049.0,221112,,Power Plants,,,,,95630.10778428263,54453.23214233719,57598.8621179541,60589.43073084722,74074.25242766377
1765,WHIRLPOOL CORP MARION DIVISION,40.58618,-83.15968,1300 MARION AGOSTA ROAD,MARION,OH,43302,MARION,39101.0,335224,,Other,35839.41864914676,31236.50021914364,29940.287145367434,20456.139524729297,39404.17182821612,60364.92385732599,70519.51467754651,20788.12440442779,40739.47376064931
1766,EXIDE TECHNOLOGIES,40.156959,-85.417418,2601 W MOUNT PLEASANT BLVD,MUNCIE,IN,47302,DELAWARE,18035.0,331492,,Metals,17175.348515420683,26463.84101034112,22397.123037584435,20609.42086959276,27111.723329904176,47450.2153885431,50091.71727304124,90311.46026300336,85738.21878953755
1767,AMERON H C & D PIPE DIV,21.3042,-158.1078,91-059 HANUA ST,KAPOLEI,HI,96707-1726,HONOLULU,15003.0,562213,,Waste,,,,,75440.81734962336,68519.59889401656,75254.36886745824,70649.91714373927,66254.86178063683
1768,JAMESON GAS PLANT,32.0488,-100.6821,1000 JAMESON ROAD,SILVER,TX,76949,COKE,48081.0,211112,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,105029.39994525988,499020.4269285513,180535.23727820543,191784.565452872,63552.38709020264
1769,BRADFORD COUNTY LANDFILL,41.7769,-76.6285,108 STEAM HOLLOW ROAD,TROY,PA,16947,BRADFORD,42015.0,562212,,Waste,,,,,58427.52899979372,61129.44758788104,57417.82980857191,41638.75763077363,57139.77686237414
1770,MEADWESTVACO EVADALE,30.3387,-94.06635,1913 FM 105,EVADALE,TX,77615,JASPER,48241.0,322130,,"Pulp and Paper,Waste",27469.28354501288,19668.966564704955,22432.67970660885,15078.3310545919,74766.42683069673,82945.96119030923,162685.39099932188,65483.46337678358,201092.2003655198
1771,WYETH PHARMACEUTICALS,44.989024,-73.371118,64 MAPLE ST,ROUSES POINT,NY,12979,CLINTON,36019.0,325412,,Chemicals,37152.28373254949,38117.77210233083,34426.88224274162,30827.35182836307,1169610.4667384862,496239.9643167277,1999075.1972009533,966486.3022281,1410367.8554188183
1772,DOMTAR PAPER CO LLC,34.604536,-79.775331,585 WILLAMETTE RD,BENNETTSVILLE,SC,29512,MARLBORO,45069.0,322121,322110.0,Pulp and Paper,26829.085143512708,24772.94564523255,18577.638692649536,25855.65816207545,65728.74360392556,729956.8818753925,531345.6174652873,646103.7213187872,59015.61131817542
1773,WESTERN SUGAR COOPERATIVE,41.859603,-103.637032,2100 E OVERLAND DR,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF,31157.0,311313,,Minerals,30406.52894471857,31317.43641202478,28582.91237302572,31827.52457725883,57379.983542489,75337.95495327123,96043.5517529283,19575.06547367868,58788.32696782639
1774,AMERICAN ELECTRIC POWER PHILIP SPORN PLANT,38.96698,-81.922959,STATE RT 33,NEW HAVEN,WV,25265,MASON,54053.0,221112,,Power Plants,29716.917901151475,25848.19087476326,26764.76239382367,25333.632645235688,76878.65705806123,110902.03867796894,139690.64897859778,196229.7013320132,147397.0934731133
1775,ENTERGY MICHOUD PLANT,30.01085,-89.9366,3601 PARIS ROAD,NEW ORLEANS,LA,70129-8230,ORLEANS,22071.0,221112,,Power Plants,,,,,84160.46885481487,36243.85241877953,28474.222644299098,44188.47933382046,61346.93974943519
1776,JW ALUMINUM,32.703869,-80.031136,435 OLD MOUNT HOLLY ROAD,JOHNS ISLAND,SC,29455,CHARLESTON,45019.0,331315,,Metals,,,,,36130.79510978724,24283.31413205493,76798.92423975069,81854.97223546694,65227.837520874
1777,WHEELABRATOR PORTSMOUTH INC.,36.807863,-76.302316,3809 ELM AVENUE,PORTSMOUTH,VA,23704-7101,PORTSMOUTH CITY,51740.0,562213,,Waste,,,,,68077.73787273545,37384.28061752625,237500.0781776088,70352.6260889211,96081.4340142493
1778,USAF CLEAR AFS,64.291757,-149.183476,200 A ST,CLEAR,AK,997045360,DENALI,2068.0,928110,221112.0,Power Plants,49680.62792794778,43083.73349071195,41149.29297639316,45604.59235402515,87227.6082959155,418027.1801663688,258664.944967,69271.99976151808,101464.79365070748
1779,ONSLOW COUNTY - STORMWATER,34.7978,-77.53844,415 MEADOWVIEW ROAD,JACKSONVILLE,NC,28540-7313,ONSLOW,37133.0,562212,,Waste,,,,,37197.3440136158,55170.35761172528,84046.09709513691,43788.28467822239,9479.86422081472
1780,CONAGRA FOODS LAMB WESTON TWIN FALLS,42.5524,-114.4827,856 R US SET ST,TWIN FALLS,ID,83301,TWIN FALLS,16083.0,311411,,Other,31295.02941748068,38508.50689043429,25245.73683597414,28329.04128392518,74163.71362387999,68305.26963431867,44808.46565164717,98556.31210634088,52991.41914504949
1781,West Miramar Sanitary Landfill and North Miramar Sanitary Landfill,32.83666,-117.152262,5180 CONVOY STREET,SAN DIEGO,CA,92111-1208,SAN DIEGO,6073.0,562212,,Waste,,,,,96277.57359778184,47793.12633460008,56486.12567700502,98089.97937860468,108833.41714097548
1782,GORDON COUNTY / RED BONE RIDGES MSW COMPLEX,34.50684,-84.763593,1224 PLEASANT HILL RD EXTENSTI,CALHOUN,GA,30701,GORDON,13129.0,562212,,Waste,,,,,356529.7861245191,766391.2590717745,837706.7147659875,928889.431299838,774640.9584767099
1783,AES BEAVER VALLEY LLC,40.65554,-80.34946,394 FRANKFORT RD,MONACA,PA,15061,BEAVER,42007.0,221112,,Power Plants,34841.14409209457,28895.8966831589,32158.80731902183,31755.52840646372,102391.70233592708,210305.5878849284,202008.0696561522,293310.1544215323,234963.0118816949
1784,LAMAR POWER (PARIS),33.635188,-95.584625,ROAD 137 4.5 KILOMETERS SOUTHWEST OF PARIS,PARIS,TX,75460,LAMAR,48277.0,221112,,Power Plants,,,,,1459622.847308151,1310630.8903756589,47887.9690177419,44301.29338147082,51395.39522154363
1785,LUFKIN INDUSTRIES LLC,31.337261,-94.733508,407 KILN AVENUE,LUFKIN,TX,75902,ANGELINA,48005.0,331511,,Metals,42345.95152028045,34241.59709286642,33502.21792440174,37647.88171397353,129234.41552169534,89488.08437510686,284226.3726850835,302158.89113649173,310582.2244039411
1786,POWERSMITH COGENERATION PROJECT L.P.,35.44193,-97.65032,2500 SOUTH COUNCIL ROAD,OKLAHOMA CITY,OK,73128-9506,OKLAHOMA,40109.0,221112,,Power Plants,,,,,106961.65500234388,267011.5298444901,242046.99392948145,47176.76714956621,344770.4420077035
1787,NEWTON COUNTY LANDFILL,40.926075,-87.347702,2266 E 500 S,BROOK,IN,47922,NEWTON,18111.0,562212,,Waste,,,,,65045.9101647857,18812.45220164099,54269.955916403705,28209.380409723217,69271.09796952824
1788,NORTH YELLOWSTONE CPF-2,35.496872,-92.362804,579 OLD DUG ROAD,BEE BRANCH,AR,72013,VAN BUREN,5141.0,213112,,Petroleum and Natural Gas Systems,,,,,65008.53732095001,100082.00339267073,89639.18083559781,57700.50811717983,58801.63178076095
1789,"BIG RIVER UNITED ENERGY, LLC",42.484445,-91.122921,3294 VINE RD,DYERSVILLE,IA,52040,DELAWARE,19055.0,325193,,"Other,Waste",42946.777402895095,42080.928512765786,42459.62102557256,41000.25684508919,73238.53305354677,82125.33138585574,73750.5917420599,60489.20634459014,53617.249350017206
1790,CRAIGHEAD COUNTY SOLID WASTE DISPOSAL AUTHORITY (SWDA),35.71958,-90.684793,328 COUNTY ROAD 476,JONESBORO,AR,72404,CRAIGHEAD,5031.0,562212,,Waste,,,,,63311.97788827875,417203.561262383,776739.4810215505,51225.747284516896,205267.45230279985
1791,STEEL DYNAMICS INC-ENGINEERED BAR PRODUCTS DIV,39.88001,-86.43973,8000 N COUNTY RD 225E,PITTSBORO,IN,46167,HENDRICKS,18063.0,331110,331111.0,Metals,35705.93382897253,35502.8317386104,40270.271625440895,33099.90271296238,41989.46752390861,66336.42268278255,170482.20206487767,67988.88085653467,42282.86485336188
1792,JD HEISKELL & CO,36.000833,-119.302222,11518 RD 120,PIXLEY,CA,93256,TULARE,6107.0,311119,221112.0,Power Plants,31617.11887774324,34166.38339857256,23253.3695591317,25917.565457021647,58984.173874617154,39537.48430241333,79867.30110332982,39981.40317345448,42049.43150273708
1793,"SNG STATION 5259 AUBURN, AL",32.514147,-85.47086,5487 LEE ROAD 159,AUBURN,AL,36830,LEE,1081.0,486210,,Petroleum and Natural Gas Systems,,,,,,,63659.426154190405,61238.17355909193,797797.6815369378
1794,ROBINSON LAKE GAS PLANT,48.031634,-102.35364,4498 HIGHWAY 8,NEW TOWN,ND,58763,MOUNTRAIL,38061.0,211112,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,,89983.79502365932,59993.528519154,74771.51253831555,47547.29588492592
1795,ROLLING HILLS LANDFILL,33.620038,-84.532704,870 SULLIVAN RD,COLLEGE PARK,GA,30349,FULTON,13121.0,562212,,Waste,,,,,,70291.91479520347,84337.37456994032,73560.19465586229,155416.499549487
1796,"PE BERKELEY, INC",37.870331,-122.26337,FRANK SCHLESSENGER WAY  OXFORD,BERKELEY,CA,94720,ALAMEDA,6001.0,221119,,Power Plants,,,,,60413.19714378737,66481.97126295078,75393.70857294278,51058.07712827583,65002.25837037084
1797,LAFARGE NORTH AMERICA,39.03672,-84.39019,5145 MARY INGLES HWY,SILVER GROVE,KY,41085,CAMPBELL,21037.0,327420,,Minerals,37986.29158151161,33086.30068502035,22097.05951922989,30089.20010313924,201938.7118099496,75474.29128403502,280137.6007929181,246521.1756923053,245210.45179503784
1798,STANLEY WORTHEY CGF & OHF,28.154178,-99.684222,,CARRIZO SPRINGS,TX,78834,DIMMIT,48127.0,211111,,Petroleum and Natural Gas Systems,,,,,,,,,305960.74520950497
1799,CARGRAY GAS PLANT,35.5242,-101.1356,FROM PAMPA TAKE HWY 152 W FOR 9 MI TO FM 2386 THEN,SKELLYTOWN,TX,79080,CARSON,48065.0,211112,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,79803.14444138522,58846.42821355701,68665.65642939607,62872.33678255693,35241.50472374021
1800,FRANKLIN COUNTY LANDFILL,36.926591,-79.866858,"9340 VIRGIL H. GOODE HIGHWAY, (ROUTE 220 SOUTH)",ROCKY MOUNT,VA,24151,FRANKLIN,51067.0,562212,,Waste,,,,,95746.33050732392,85993.30464909665,53194.70854498782,36253.00824350133,123421.58498654648
1801,"TENNESSEE GAS PIPELINE COMPANY, COLUMBUS COMPRESSOR STATION NUMBER 546",33.448833,-88.358933,511 CROWE ROAD,COLUMBUS,MS,39702-8706,LOWNDES,28087.0,486210,,Petroleum and Natural Gas Systems,,,,,,61018.48924163269,138088.47047528785,65024.26894706031,259877.6999792044
1802,AUTUMN HILLS RECYCLING AND DISPOSAL FACILITY,42.780647,-85.920569,700 56TH AVENUE,ZEELAND,MI,49464-8233,OTTAWA,26139.0,562212,,Waste,,,,,40015.68855388262,4312.3633522134405,34964.19144419132,44679.54259385346,60716.70355858716
1803,THOMPSONVILLE GAS PLANT,27.257436,-98.936989,13 MILES SOUTH OF MIRANDO CITY ON FM 649,MIRANDO CITY,TX,78369,WEBB,48479.0,211111,,Petroleum and Natural Gas Systems,,,,,50666.02111152671,35001.46904549218,58097.12672704461,19297.4388535316,70286.7944082776
1804,MAUI ELECTRIC CO LTD MAALAEA GENERATING STATION,20.801363,-156.49269,1000 N KIHEI RD,KIHEI,HI,96753,MAUI,15009.0,221112,,Power Plants,15235.887094577663,16904.83478257045,12486.198504923512,14336.632709467773,57625.70465688239,62274.25758857957,48216.65614677131,29060.531866198893,16656.337804127437
1805,ANHEUSER BUSCH-JACKSONVILLE BREWERY,30.432835,-81.647686,111 B US CH DR,JACKSONVILLE,FL,32218,DUVAL,12031.0,312120,,Other,44677.03795295712,27999.250226638243,38696.72366754445,36422.14756349449,1010176.9100427764,627915.3608353017,730559.3733168751,510549.5475925531,483605.049915571
1806,C&T LANDFILL - REPUBLIC WASTE SERV OF TX,26.5774,-98.1854,"4MI. W OF 281 ON HIGHWAY 1017,",LINN,TX,78563,HIDALGO,48215.0,562212,,Waste,,,,,751416.8982336762,625413.8028776108,597444.3906576496,743141.840583079,520563.0919856174
1807,GERDAU KNOXVILLE,35.97812,-83.95645,1919 TENNESSEE AVE,KNOXVILLE,TN,379211236,KNOX,47093.0,331110,331111.0,Metals,38993.72078584948,33785.147243398256,31810.212215043564,36013.63038833076,39468.6537315822,73796.50673018109,88382.36773183788,90809.2212652474,78184.84286357903
1808,SAGINAW METAL CASTING OPERATIONS,43.4503,-83.920477,1629 N WASHINGTON ST,SAGINAW,MI,48601,SAGINAW,26145.0,331524,,"Metals,Waste",15543.97594992948,17447.173007984093,21888.1681709617,18958.02340258067,24578.425679538777,6517.55904906003,53733.32203944762,17311.641517122596,45767.75706595032
1809,"SANDOW 5 GENERATING PLANT, LIGNITE MINE AND STEAM ELECTRIC STATION",30.567222,-97.063056,3708 CHARLES MARTIN HALL RD,ROCKDALE,TX,76567,MILAM,48331.0,221112,,Power Plants,22935.49461795508,30815.16253520147,25706.70058896515,26039.8641529244,114429.7041809982,32829.469816754514,36503.06465845928,14177.938100516294,769286.2714734809
1810,MIDAMERICAN ENERGY-WALTER SCOTT JR. ENERGY CENTER,41.180429,-95.839035,7215 NAVAJO,COUNCIL BLUFFS,IA,51501,POTTAWATTAMIE,19155.0,221112,,Power Plants,28201.944095017323,28232.6129645949,25710.39201984805,27268.61898820983,2287635.0428889943,175319.1102191885,38193.21379977622,71717.62677500154,58796.30465608656
1811,JOY GLOBAL LONGVIEW OPERATIONS LLC,32.457778,-94.736389,2400 S MCARTHUR BLVD,LONGVIEW,TX,75601,GREGG,48183.0,333120,331111.0,Metals,344398.28105512226,165186.19990193905,123238.04719225278,351732.8487983338,362426.9231273563,982365.9731221832,292380.77084464504,122671.92967271912,292669.6211941412
1812,DUPONT,40.768389,-87.152694,413 CRESSY AVE,REMINGTON,IN,47977-8830,JASPER,18073.0,311222,,Other,,,,,,,,573365.273568453,1476665.799073391
1813,BLOSSOM PRAIRIE LANDFILL,33.599578,-95.33954,1096 CR 15100,BLOSSOM,TX,75416,LAMAR,48277.0,562212,,Waste,,,,,,,,,77866.21510527062
1814,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,35.593748,-80.9656,8320 E NC 150 HWY,TERRELL,NC,28682,CATAWBA,37035.0,221112,,Power Plants,32834.683323594,28044.688645016173,29336.64668183124,31617.29763452918,87987.12352655269,68683.56459245938,76349.73627270492,34002.60921041249,69341.83717477633
1815,BFI GOLDEN TRIANGLE LANDFILL,29.99487,-94.16929,6433 LABELLE RD,BEAUMONT,TX,777050373,JEFFERSON,48245.0,562212,,Waste,,,,,82644.6332803754,63385.85067398079,55213.469579779965,60235.081523668894,43603.68068885486
1816,INVISTA SA RL,28.673056,-96.953611,2695 OLD BLOOMINGTON RD N,VICTORIA,TX,77905,VICTORIA,48469.0,325199,,Chemicals,32613.54827789969,32933.513257590545,33004.03553306698,27100.623363318216,108382.30659869142,160380.13445487895,76135.57610573308,59224.928831575846,179152.59466982045
1817,CITY OF CORSICANA LANDFILL,32.09338,-96.46648,200 N 12TH ST,CORSICANA,TX,751104616,NAVARRO,48349.0,562212,,Waste,,,,,78431.14247993639,93873.60466336312,70316.58738059794,153576.9828595658,80286.25174306479
1818,PUENTE HILLS LANDFILL AND ENERGY RECOVERY,34.02486,-118.03253,2800 S WORKMAN MILL ROAD,WHITTIER,CA,90601,LOS ANGELES,6037.0,562212,,Waste,,,,,49606.94797845432,83570.32381253391,177564.38590753,37225.02139045969,201677.7867774185
1819,CSL BEHRING,41.16082,-87.85477,ROUTE 50 AND ARMOUR ROAD,BRADLEY,IL,60915,KANKAKEE,17091.0,325414,,Chemicals,35106.811787589875,29518.01725254595,26901.666174446407,30673.09375958597,28315.48168519313,14088.971018007353,17305.431405550386,59587.1156970454,9993.957749396175
1820,WEST LINN PAPER MILL,45.35895,-122.61261,4800 MILL ST,WEST LINN,OR,97068,CLACKAMAS,41005.0,322121,,Pulp and Paper,30800.49017099862,35949.181574802074,32921.84862012773,39659.78517062667,78591.36040536004,42836.32747244697,57490.85326452323,69088.19799875689,81597.09074141385
1821,"EPL OIL AND GAS, INC.. - ST 26 C, D, F (COMPLEX ID # 21782)",,,,OFFSHORE,LA,0,,,211111,,Petroleum and Natural Gas Systems,,,,,,44114.3512106276,37184.4520299552,40848.63756356296,9769.39131979939
1822,VALERO MCKEE REFINERY,35.951944,-101.873889,6701 FM 119,SUNRAY,TX,79086,MOORE,48341.0,324110,,"Chemicals,Petroleum Product Suppliers,Refineries",20982.30045920572,31926.97185228824,27088.26296332506,121748.31653657272,22159.09582079918,18635.32461751932,19274.352200661488,20882.5174552778,27155.438782731555
1823,US STEEL CORP - MINNTAC,47.564451,-92.63057,8819 OLD HIGHWAY 169,MOUNTAIN IRON,MN,55768,SAINT LOUIS,27137.0,212210,,Metals,,,,,28389.89442190392,21251.182866531344,50844.71707352372,57164.651096008485,57381.304299169584
1824,SOUTH TIMBALIER 35 E,,,,OFFSHORE,LA,0,,,211111,,Petroleum and Natural Gas Systems,,,,,,53680.13707248571,92487.5078278242,168435.584875576,91159.5395069718
1825,CHESTERFIELD POWER STATION,37.3821,-77.3779,500 COXENDALE RD,CHESTER,VA,23836,CHESTERFIELD,51041.0,221112,,Power Plants,249727.32282703952,23091.46688203036,82482.71500139913,309006.3534745526,95787.37843261105,70311.2767566904,2634.855777476121,38384.14429194133,33729.339881635344
1826,IESI CHAMP LANDFILL,38.7431,-90.4587,2305 CREVE COEUR MILL RD,MARYLAND HEIGHTS,MO,63043,ST. LOUIS,29189.0,562212,,Waste,,,,,,525864.7670269032,1224607.2252089514,442682.1640847281,647937.9790048464
1827,WHEELABRATOR RESOURCE RECOVERY FACILITY,43.2868,-71.5761,11 WHITNEY ROAD,CONCORD,NH,03301-1831,MERRIMACK,33013.0,562213,,Waste,,,,,83531.08816822254,22074.87129962072,25298.05773355162,84426.52174333084,35485.126141219545
1828,LISBON PLANT  (CCI PARADOX MIDSTREAM),38.163259,-109.276478,7 RANKINE ROAD,LA SAL,UT,84530,SAN JUAN,49037.0,211111,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,189169.85410433405,187672.9426145216,273573.0017238375,66047.14070278483,134985.34288047653
1829,SULLIVAN COUNTY LANDFILL,41.643889,-74.662417,91 LANDFILL DRIVE,MONTICELLO,NY,12701-3825,SULLIVAN,36105.0,562212,,Waste,,,,,179657.52515473604,141093.15337638278,69942.22564021601,51702.64246994652,134774.88998207363
1830,BASIN CREEK PLANT,45.92966,-112.52463,500 NILS DR,BUTTE,MT,59701,SILVER BOW,30093.0,221112,,Power Plants,,,,,,,,166569.49316757964,317534.02060689335
1831,KAYSER COMPRESSOR STATION,35.5014,-98.95271,E1100 ROAD,CLINTON,OK,73601,CUSTER,40039.0,211111,,Petroleum and Natural Gas Systems,,,,,,,64293.76276668726,31082.3712550997,12256.052467163674
1832,"OAKLAND HEIGHTS DEVELOPMENT, INC.",42.708547,-83.247952,2350 BROWN ROAD,AUBURN HILLS,MI,48326-1705,OAKLAND,26125.0,562212,,Waste,,,,,22648.500077189936,38810.91696231307,52383.478731625095,15446.891739865683,28743.331987221864
1833,RIPON COGENERATION,37.73134,-121.11567,944 SOUTH STOCKTON ST.,RIPON,CA,95366-2784,SAN JOAQUIN,6077.0,221112,,Power Plants,,,,,15103.821694058235,87147.30001510684,49722.69235660745,60674.08214592842,71124.59979387128
1834,SUMNER LANDFILL,38.739368,-87.852363,RR 3,SUMNER,IL,62466,LAWRENCE,17101.0,562212,,Waste,,,,,410807.1290609535,108651.22350586372,245773.3685503127,62852.96879664972,81598.69076954365
1835,ERIE COUNTY SANITARY LANDFILL,41.344025,-82.603452,10102 HOOVER RD,MILAN,OH,44846,ERIE,39043.0,562212,,Waste,,,,,98655.96851820292,10978.864552184968,51275.9932134933,2600670.6480790474,32521.257194995727
1836,OXBOW CALCINING LLC,30.58067,-91.23892,2200 BROOKLAWN DR,BATON ROUGE,LA,70807,EAST BATON ROUGE,22033.0,324199,,Petroleum and Natural Gas Systems,23550.913020614746,26551.264873472977,23883.858668684526,28545.43874837477,33223.99138903496,24582.604816475658,40570.53278468584,31822.229728415907,31156.843251801307
1837,GRIFFITH ENERGY LLC,35.0517,-114.13338,3375 WEST NAVEJO DRIVE,GOLDEN VALLEY,AZ,864136413,MOHAVE,4015.0,221112,,Power Plants,,,,,59402.226710101386,31469.25692637716,18875.41812471545,44202.10891865531,71775.68557681056
1838,CORN BELT POWER COOPERATIVE,43.16127,-95.2545,3365 165TH AVE,SPENCER,IA,51301,CLAY,19041.0,221122,221112.0,Power Plants,33104.99391933594,40418.743554410685,35621.435162066315,32771.05764290814,90980.9079812867,169347.4382386272,142238.4470707014,59493.45318064925,63590.07519739879
1839,COLE COMPRESSOR STATION,41.882021,-76.854133,373 COLE STATION LANE,COLUMBIA,PA,16914,BRADFORD,42015.0,211111,,Petroleum and Natural Gas Systems,,,,,,,51984.568725291225,27672.723447442968,75273.94501111169
1840,TELEDYNE ALLVAC,34.98548,-80.517139,2020 ASHCRAFT AVE,MONROE,NC,28111,UNION,37179.0,331492,331419.0,Metals,30131.29176280801,29036.76587833889,28662.77572294229,18810.824109355483,989937.3815538848,53456.33230284398,2334994.908600728,2292249.740932751,3013680.1586304824
1841,RIPON COGENERATION LLC - SAN GABRIEL FACILITY,34.05845,-117.775114,1507 MOUNT VERNON AVE.,POMONA,CA,91768,LOS ANGELES,6037.0,221112,,Power Plants,,,,,43402.39240378568,32970.339347784655,76683.54691414947,81122.78849126023,65372.68260798891
1842,CAESARS ENTERTAINMENT CONSOLIDATED PROPERTIES SOURCE ID 257,36.11736,-115.17368,ONE CAESARS PALACE DRIVE,LAS VEGAS,NV,89109,CLARK,32003.0,721120,,Other,,,,,429074.6588898402,285152.7191865814,394411.1367073491,482779.3005684228,913584.5115715204
1843,MCWANE DUCTILE-NEW JERSEY,40.684667,-75.186167,183 SITGREAVES ST,PHILLIPSBURG,NJ,8865,WARREN,34041.0,331511,,Metals,42343.0293347779,37506.46573050432,40517.23502665906,40882.57671381116,1063951.6489142082,653804.6017988316,356670.2451338513,743037.5183786709,480565.88464545854
1844,TENASKA FRONTIER GENERATING STATION,30.59241,-95.917854,17500 TX HWY 30,SHIRO,TX,77876,GRIMES,48185.0,221112,,Power Plants,,,,,177551.64262305785,195516.78740694487,336873.30139182927,133718.78299311642,262514.1930694949
1845,PLUM CREEK MDF INC,48.37339,-114.19732,500 12TH AVE W,COLUMBIA FALLS,MT,59912,FLATHEAD,30029.0,321219,,Other,34064.57597921421,39559.357321100266,40455.65997851939,33463.02727490009,249172.74223975377,174296.79697579087,288129.5295445134,81996.1759577953,318471.1725184905
1846,ESSENTIAL POWER NEWINGTON LLC,43.103487,-70.805243,200 SHATTUCK WAY,NEWINGTON,NH,3801,ROCKINGHAM,33015.0,221112,,Power Plants,23205.65220162149,20561.144992657595,17407.34026144365,10605.19703206577,61846.725467832446,58599.63492234891,94376.36415684264,68723.97540080358,56877.8396132864
1847,COLUMBUS PINE GROVE MSWLF,32.49468,-84.86317,7160 SCACERDOTE LANE,COLUMBUS,GA,31907,MUSCOGEE,13215.0,562212,,Waste,,,,,251075.4359467148,425700.5373860179,604184.5538921342,914097.9865942316,363208.1227791632
1848,DIXIE CHEMICAL PLANT B,29.61051,-95.05005,10601 BAY AREA BLVD,PASADENA,TX,77507,HARRIS,48201.0,325199,,Chemicals,36114.5780786806,37235.95070014407,37181.54094271701,37680.02086942347,57453.74870761125,30922.702970597496,207792.82716403945,59637.31964812466,63376.8448607482
1849,BROADHURST ENVIRONMENTAL LANDFILL,31.4847,-81.9898,"4800 BROADHURST RD.,WEST",JESUP,GA,31546,WAYNE,13305.0,562212,,Waste,,,,,82216.24198701754,273582.54794114287,291504.6365954214,166650.8553516149,170883.7073547627
1850,GREATER DES MOINES ENERGY CENTER,41.553362,-93.524995,4401 CARLISLE ROAD,PLEASANT HILL,IA,50327-1501,POLK,19153.0,221112,,Power Plants,,,,,50036.42947586007,26554.180094341973,50035.17760993045,42570.48786097903,23220.41893718292
1851,FLAKEBOARD AMERICA LTD - EUGENE MDF,44.06117,-123.17823,50 N DANEBO AVE,EUGENE,OR,97402,LANE,41039.0,321219,,Other,32616.77035173072,25869.593030308875,32747.293751791807,32096.962520427725,229395.82667357067,155489.37976052417,242603.5066944573,224193.96624053232,257669.74948279327
1852,LAND & LAKES CO,41.67748,-87.57281,2000 EAST 122ND STREET,CHICAGO,IL,60633-2301,COOK,17031.0,562212,,Waste,,,,,108460.01327107078,194789.7074625528,355932.07210843515,577909.3042082995,280362.40652563487
1853,VRSD OXNARD LANDFILLS,34.21946,-119.224877,4105 W GONZALEZ ROAD,OXNARD,CA,93030,VENTURA,6111.0,562212,,Waste,,,,,80470.66784578531,55468.3740090552,70034.85588515425,67776.48280160094,85659.01621540793
1854,ST BARNABAS HOSPITAL,40.8541,-73.89092,183RD ST & 3RD AVE,BRONX,NY,10457,BRONX,36005.0,622110,,Other,,,,,,,44074.84693348902,42667.39307982617,61805.87130379292
1855,ANR PIPELINE GOODMAN CS,45.653597,-88.386651,W 15681 US HIGHWAY 8,GOODMAN,WI,54125,MARINETTE,55075.0,486210,,Petroleum and Natural Gas Systems,,,,,,,,,279113.97821837186
1856,CON AGRA GROCERY PRODUCTS COMPANY,41.01228,-76.85868,30 MARR STREET,MILTON,PA,17847-1519,NORTHUMBERLAND,42097.0,311422,,Other,,,,,36439.62695856365,11777.943115557646,55582.097563807125,20402.5504371708,25425.96908625708
1857,KANKAKEE RDF,41.029733,-87.86593,6259 S RTE 45/52,CHEBANSE,IL,60922,IROQUOIS,17075.0,562212,,Waste,,,,,164494.00933206602,201825.9975527133,385373.4591341122,301151.5730471112,317824.8342150561
1858,EPNG STATION 6755 NAVAJO,35.5551,-109.7277,"15 MILES SW OF GANADO, AZ ON INDIAN ROAD 9205",GANADO,AZ,86505,APACHE,4001.0,486210,,Petroleum and Natural Gas Systems,,,,,41469.556786001405,15284.49309770915,45431.49214075477,13990.871872200403,40067.72605712952
1859,BUCKEYE POWER GREENVILLE STATION (0819070237),40.077735,-84.612654,5119 SEBRING WARNER ROAD,GREENVILLE,OH,45331,DARKE,39037.0,221112,,Power Plants,,,,,30488.8148735548,34839.693332479495,46964.808301329744,12715.749275240623,55294.92374888672
1860,AIR PRODUCTS LP,29.701667,-95.071944,RTE. 1 10202 STRANG RD.,LA PORTE,TX,77571,HARRIS,48201.0,325120,,Power Plants,,,,,116079.506240502,76788.43943371208,286068.689641726,258901.38856225184,106520.239693522
1861,TENASKA FERNDALE COGENERATION STATION,48.804663,-122.699939,5105 LAKE TERRELL RD,FERNDALE,WA,98248,WHATCOM,53073.0,221112,,Power Plants,,,,,77962.73336588794,61407.57115978093,85986.69934295061,62572.974115543504,77418.19304847144
